time[s],avg_wind_speed[m_s],avg_precip[ml],avg_snow[cm]
1333177200,4.1,1.0,0.0
1333180800,5.1,1.0,0.0
1333184400,5.3,1.46666666667,0.0
1333188000,4.6,0.5,0.0
1333191600,5.1,0.3,0.0
1333195200,5.1,2.55,0.0
1333198800,6.45,0.15,0.0
1333202400,5.7,0.0,0.0
1333206000,6.53333333333,0.1,0.0
1333209600,6.7,0.0,0.0
1333213200,7.2,0.0,0.0
1333216800,7.45,0.15,0.0
1333220400,7.7,0.0,0.0
1333224000,5.7,0.0,0.0
1333227600,4.96666666667,0.0,0.0
1333231200,4.1,0.0,0.0
1333234800,4.1,0.0,0.0
1333238400,3.1,0.0,0.0
1333242000,2.1,0.0,0.0
1333245600,3.6,0.0,0.0
1333249200,2.85,0.0,0.0
1333252800,0.0,4.45,0.0
1333256400,1.5,0.0,0.0
1333260000,0.5,0.0,0.0
1333263600,0.0,0.0,0.0
1333267200,0.75,0.0,0.0
1333270800,1.5,0.0,0.0
1333274400,0.0,0.0,0.0
1333278000,0.0,0.0,0.0
1333281600,1.05,0.15,0.0
1333285200,2.6,0.0,0.0
1333288800,3.6,0.0,0.0
1333292400,3.6,0.0,0.0
1333296000,5.1,0.0,0.0
1333299600,6.2,0.0,0.0
1333303200,6.95,0.0,0.0
1333306800,7.7,0.0,0.0
1333310400,6.2,0.0,0.0
1333314000,7.2,0.15,0.0
1333317600,6.7,2.8,0.0
1333321200,7.2,2.0,0.0
1333324800,6.53333333333,1.7,0.0
1333328400,6.2,0.0,0.0
1333332000,4.1,0.3,0.0
1333335600,3.26666666667,0.7,0.0
1333339200,1.05,4.3,0.0
1333342800,6.7,2.0,0.0
1333346400,5.65,2.8,0.0
1333350000,7.7,0.0,0.0
1333353600,6.2,0.0,0.0
1333357200,5.15,0.25,0.0
1333360800,4.6,0.0,0.0
1333364400,7.2,0.0,0.0
1333368000,8.0,0.25,0.0
1333371600,12.4,0.0,0.0
1333375200,10.8,0.0,0.0
1333378800,10.8,0.0,0.0
1333382400,9.3,0.0,0.0
1333386000,11.8,0.0,0.0
1333389600,10.3,0.0,0.0
1333393200,7.7,0.0,0.0
1333396800,10.3,0.0,0.0
1333400400,10.3,0.0,0.0
1333404000,8.8,0.0,0.0
1333407600,9.8,0.0,0.0
1333411200,9.55,0.0,0.0
1333414800,9.8,0.0,0.0
1333418400,9.8,0.0,0.0
1333422000,8.25,0.0,0.0
1333425600,2.55,1.25,0.0
1333429200,4.1,0.0,0.0
1333432800,4.35,0.0,0.0
1333436400,4.1,0.0,0.0
1333440000,4.1,0.0,0.0
1333443600,3.85,0.0,0.0
1333447200,4.1,0.0,0.0
1333450800,4.1,0.0,0.0
1333454400,5.4,0.0,0.0
1333458000,6.7,0.0,0.0
1333461600,6.7,0.0,0.0
1333465200,7.45,0.0,0.0
1333468800,8.8,0.0,0.0
1333472400,7.7,0.0,0.0
1333476000,7.2,0.0,0.0
1333479600,7.7,0.0,0.0
1333483200,9.8,0.0,0.0
1333486800,8.25,0.0,0.0
1333490400,5.7,0.0,0.0
1333494000,4.1,0.0,0.0
1333497600,3.6,0.0,0.0
1333501200,4.1,0.0,0.0
1333504800,3.1,0.0,0.0
1333508400,3.1,0.0,0.0
1333512000,1.8,0.0,0.0
1333515600,2.6,0.0,0.0
1333519200,2.35,0.0,0.0
1333522800,0.0,0.0,0.0
1333526400,3.1,0.0,0.0
1333530000,1.55,0.0,0.0
1333533600,0.0,0.0,0.0
1333537200,3.6,0.0,0.0
1333540800,5.4,0.0,0.0
1333544400,7.7,0.0,0.0
1333548000,6.2,0.0,0.0
1333551600,5.95,0.0,0.0
1333555200,7.2,0.0,0.0
1333558800,8.2,0.0,0.0
1333562400,7.95,0.0,0.0
1333566000,7.2,0.0,0.0
1333569600,9.3,0.0,0.0
1333573200,9.55,0.0,0.0
1333576800,8.8,0.0,0.0
1333580400,7.2,0.0,0.0
1333584000,9.5,0.0,0.0
1333587600,9.8,0.0,0.0
1333591200,10.3,0.0,0.0
1333594800,11.05,0.0,0.0
1333598400,6.2,0.0,0.0
1333602000,6.2,0.0,0.0
1333605600,5.65,0.0,0.0
1333609200,4.6,0.0,0.0
1333612800,3.1,0.0,0.0
1333616400,4.1,0.0,0.0
1333620000,3.6,0.0,0.0
1333623600,3.6,0.0,0.0
1333627200,3.6,0.0,0.0
1333630800,5.1,0.0,0.0
1333634400,2.6,0.0,0.0
1333638000,2.55,0.0,0.0
1333641600,5.1,0.0,0.0
1333645200,3.6,0.0,0.0
1333648800,3.35,0.0,0.0
1333652400,5.1,0.0,0.0
1333656000,5.7,0.0,0.0
1333659600,5.15,0.0,0.0
1333663200,5.7,0.0,0.0
1333666800,5.1,0.0,0.0
1333670400,3.85,0.0,0.0
1333674000,7.7,0.0,0.0
1333677600,7.7,0.0,0.0
1333681200,6.95,0.0,0.0
1333684800,4.4,0.0,0.0
1333688400,6.2,0.0,0.0
1333692000,5.95,0.0,0.0
1333695600,4.1,0.0,0.0
1333699200,4.1,0.0,0.0
1333702800,3.35,0.0,0.0
1333706400,5.1,0.0,0.0
1333710000,5.1,0.0,0.0
1333713600,4.35,0.0,0.0
1333717200,4.6,0.0,0.0
1333720800,1.5,0.0,0.0
1333724400,3.85,0.0,0.0
1333728000,5.1,0.0,0.0
1333731600,4.6,0.0,0.0
1333735200,4.6,0.0,0.0
1333738800,5.7,0.0,0.0
1333742400,3.6,0.0,0.0
1333746000,4.9,0.0,0.0
1333749600,6.7,0.0,0.0
1333753200,5.7,0.0,0.0
1333756800,5.15,0.0,0.0
1333760400,6.2,0.0,0.0
1333764000,9.3,0.0,0.0
1333767600,8.25,0.0,0.0
1333771200,3.85,0.0,0.0
1333774800,4.1,0.0,0.0
1333778400,4.35,0.0,0.0
1333782000,4.6,0.0,0.0
1333785600,4.6,0.0,0.0
1333789200,4.35,0.0,0.0
1333792800,4.1,0.0,0.0
1333796400,5.7,0.0,0.0
1333800000,5.95,0.0,0.0
1333803600,6.2,0.0,0.0
1333807200,4.6,0.0,0.0
1333810800,5.65,0.0,0.0
1333814400,7.2,0.0,0.0
1333818000,9.3,0.0,0.0
1333821600,9.05,0.0,0.0
1333825200,9.3,0.0,0.0
1333828800,8.2,0.0,0.0
1333832400,7.45,0.0,0.0
1333836000,7.2,0.0,0.0
1333839600,8.8,0.0,0.0
1333843200,8.75,0.0,0.0
1333846800,10.8,0.0,0.0
1333850400,10.3,0.0,0.0
1333854000,9.0,0.0,0.0
1333857600,3.1,0.0,0.0
1333861200,4.6,0.0,0.0
1333864800,3.6,0.0,0.0
1333868400,3.6,0.0,0.0
1333872000,5.7,0.0,0.0
1333875600,5.7,0.0,0.0
1333879200,5.7,0.0,0.0
1333882800,5.7,0.0,0.0
1333886400,5.7,0.0,0.0
1333890000,6.7,0.0,0.0
1333893600,10.8,0.0,0.0
1333897200,10.05,0.0,0.0
1333900800,5.1,0.0,0.0
1333904400,9.8,0.0,0.0
1333908000,7.45,0.0,0.0
1333911600,8.2,0.0,0.0
1333915200,7.7,0.0,0.0
1333918800,8.5,0.0,0.0
1333922400,7.7,0.0,0.0
1333926000,4.1,0.0,0.0
1333929600,3.85,0.0,0.0
1333933200,4.6,0.0,0.0
1333936800,4.1,0.0,0.0
1333940400,8.25,0.0,0.0
1333944000,6.45,0.0,0.0
1333947600,11.8,0.0,0.0
1333951200,9.75,0.0,0.0
1333954800,8.2,0.0,0.0
1333958400,9.8,0.0,0.0
1333962000,10.55,0.0,0.0
1333965600,7.7,0.0,0.0
1333969200,8.2,0.0,0.0
1333972800,9.75,0.0,0.0
1333976400,10.3,0.0,0.0
1333980000,10.8,0.0,0.0
1333983600,12.85,0.0,0.0
1333987200,11.8,0.0,0.0
1333990800,9.8,0.0,0.0
1333994400,11.35,0.0,0.0
1333998000,11.8,0.0,0.0
1334001600,12.9,0.0,0.0
1334005200,11.85,0.0,0.0
1334008800,9.8,0.0,0.0
1334012400,8.8,0.0,0.0
1334016000,7.7,0.0,0.0
1334019600,5.7,0.0,0.0
1334023200,7.7,0.0,0.0
1334026800,7.45,0.0,0.0
1334030400,2.05,0.0,0.0
1334034000,5.1,0.0,0.0
1334037600,4.6,0.0,0.0
1334041200,3.6,0.0,0.0
1334044800,3.1,0.0,0.0
1334048400,3.6,0.0,0.0
1334052000,5.1,0.0,0.0
1334055600,5.7,0.0,0.0
1334059200,6.45,0.0,0.0
1334062800,5.1,0.0,0.0
1334066400,7.2,0.0,0.0
1334070000,7.2,0.0,0.0
1334073600,5.7,0.0,0.0
1334077200,8.2,0.0,0.0
1334080800,9.5,0.0,0.0
1334084400,11.3,0.0,0.0
1334088000,9.8,0.0,0.0
1334091600,9.55,0.0,0.0
1334095200,5.1,0.0,0.0
1334098800,6.7,0.0,0.0
1334102400,6.7,0.0,0.0
1334106000,6.7,0.0,0.0
1334109600,5.1,0.0,0.0
1334113200,4.6,0.0,0.0
1334116800,2.05,0.0,0.0
1334120400,4.1,0.0,0.0
1334124000,4.35,0.0,0.0
1334127600,4.1,0.0,0.0
1334131200,7.7,0.0,0.0
1334134800,7.2,0.0,0.0
1334138400,5.1,0.0,0.0
1334142000,7.2,0.0,0.0
1334145600,6.7,0.0,0.0
1334149200,4.6,0.0,0.0
1334152800,4.6,0.0,0.0
1334156400,5.15,0.0,0.0
1334160000,3.1,0.0,0.0
1334163600,3.1,0.0,0.0
1334167200,2.85,0.0,0.0
1334170800,5.1,0.0,0.0
1334174400,3.6,0.0,0.0
1334178000,3.85,0.0,0.0
1334181600,4.1,0.0,0.0
1334185200,5.1,0.0,0.0
1334188800,4.6,0.0,0.0
1334192400,5.1,0.0,0.0
1334196000,4.6,0.0,0.0
1334199600,5.65,0.0,0.0
1334203200,2.85,0.0,0.0
1334206800,5.7,0.0,0.0
1334210400,5.15,0.0,0.0
1334214000,5.1,0.0,0.0
1334217600,6.2,0.0,0.0
1334221200,5.65,0.0,0.0
1334224800,6.2,0.0,0.0
1334228400,7.7,0.0,0.0
1334232000,8.5,0.0,0.0
1334235600,7.7,0.0,0.0
1334239200,5.7,0.0,0.0
1334242800,5.4,0.0,0.0
1334246400,5.7,0.0,0.0
1334250000,6.7,0.0,0.0
1334253600,7.2,0.0,0.0
1334257200,6.2,0.0,0.0
1334260800,5.7,0.0,0.0
1334264400,4.4,0.0,0.0
1334268000,5.1,0.0,0.0
1334271600,4.6,0.0,0.0
1334275200,5.15,0.0,0.0
1334278800,5.1,0.0,0.0
1334282400,3.1,0.0,0.0
1334286000,1.55,0.0,0.0
1334289600,0.0,0.0,0.0
1334293200,0.0,0.0,0.0
1334296800,0.0,0.0,0.0
1334300400,3.6,0.0,0.0
1334304000,4.1,0.0,0.0
1334307600,3.85,0.0,0.0
1334311200,4.6,0.0,0.0
1334314800,4.6,0.0,0.0
1334318400,4.6,0.0,0.0
1334322000,4.1,0.0,0.0
1334325600,4.1,0.0,0.0
1334329200,3.85,0.0,0.0
1334332800,1.5,0.0,0.0
1334336400,4.1,0.0,0.0
1334340000,5.15,0.0,0.0
1334343600,7.2,0.0,0.0
1334347200,8.2,0.0,0.0
1334350800,8.75,0.0,0.0
1334354400,9.3,0.0,0.0
1334358000,7.2,0.0,0.0
1334361600,7.2,0.0,0.0
1334365200,5.7,0.0,0.0
1334368800,4.6,0.0,0.0
1334372400,4.6,0.0,0.0
1334376000,1.8,0.0,0.0
1334379600,4.1,0.0,0.0
1334383200,3.35,0.0,0.0
1334386800,4.6,0.0,0.0
1334390400,4.1,0.0,0.0
1334394000,4.35,0.0,0.0
1334397600,3.6,0.0,0.0
1334401200,3.6,0.0,0.0
1334404800,3.35,0.0,0.0
1334408400,3.1,0.0,0.0
1334412000,3.1,0.0,0.0
1334415600,3.85,0.0,0.0
1334419200,5.7,0.0,0.0
1334422800,6.2,0.0,0.0
1334426400,5.95,0.0,0.0
1334430000,7.2,0.0,0.0
1334433600,6.7,0.0,0.0
1334437200,5.4,0.0,0.0
1334440800,0.0,0.0,0.0
1334444400,2.1,0.0,0.0
1334448000,2.6,0.0,0.0
1334451600,4.1,0.0,0.0
1334455200,6.7,0.0,0.0
1334458800,6.2,0.0,0.0
1334462400,1.8,0.0,0.0
1334466000,3.6,0.0,0.0
1334469600,3.35,0.0,0.0
1334473200,1.5,0.0,0.0
1334476800,3.1,0.0,0.0
1334480400,3.1,0.0,0.0
1334484000,2.1,0.0,0.0
1334487600,3.6,0.0,0.0
1334491200,3.6,0.0,0.0
1334494800,4.6,0.0,0.0
1334498400,6.7,0.0,0.0
1334502000,6.45,0.0,0.0
1334505600,8.2,0.0,0.0
1334509200,7.7,0.0,0.0
1334512800,6.7,0.0,0.0
1334516400,6.2,0.0,0.0
1334520000,4.1,0.0,0.0
1334523600,3.85,0.0,0.0
1334527200,2.1,0.0,0.0
1334530800,2.1,0.0,0.0
1334534400,2.35,0.0,0.0
1334538000,2.6,0.0,0.0
1334541600,0.0,0.0,0.0
1334545200,0.0,0.0,0.0
1334548800,0.0,0.0,0.0
1334552400,0.0,0.0,0.0
1334556000,0.0,0.0,0.0
1334559600,2.1,0.0,0.0
1334563200,2.1,0.0,0.0
1334566800,1.05,0.0,0.0
1334570400,3.6,0.0,0.0
1334574000,3.1,0.0,0.0
1334577600,3.35,0.0,0.0
1334581200,2.6,0.0,0.0
1334584800,4.1,0.0,0.0
1334588400,4.1,0.0,0.0
1334592000,4.1,0.0,0.0
1334595600,3.6,0.0,0.0
1334599200,4.9,0.0,0.0
1334602800,7.2,0.0,0.0
1334606400,4.6,0.0,0.0
1334610000,3.6,0.0,0.0
1334613600,6.7,0.0,0.0
1334617200,8.2,0.0,0.0
1334620800,7.2,0.0,0.0
1334624400,5.1,0.0,0.0
1334628000,2.6,0.0,0.0
1334631600,1.3,0.0,0.0
1334635200,0.0,0.0,0.0
1334638800,1.5,0.0,0.0
1334642400,0.75,0.0,0.0
1334646000,1.5,0.0,0.0
1334649600,4.1,0.0,0.0
1334653200,3.85,0.0,0.0
1334656800,8.2,0.0,0.0
1334660400,8.2,0.0,0.0
1334664000,9.0,0.0,0.0
1334667600,6.7,0.0,0.0
1334671200,8.2,0.0,0.0
1334674800,6.95,0.0,0.0
1334678400,5.7,0.0,0.0
1334682000,8.2,0.0,0.0
1334685600,7.45,0.0,0.0
1334689200,5.1,0.0,0.0
1334692800,3.6,0.0,0.0
1334696400,4.65,0.0,0.0
1334700000,7.2,0.0,0.0
1334703600,5.1,0.0,0.0
1334707200,5.4,0.0,0.0
1334710800,6.2,0.0,0.0
1334714400,5.1,0.0,0.0
1334718000,5.4,0.0,0.0
1334721600,3.1,0.0,0.0
1334725200,8.2,0.0,0.0
1334728800,7.45,0.0,0.0
1334732400,6.7,0.0,0.0
1334736000,6.2,0.0,0.0
1334739600,6.7,0.0,0.0
1334743200,5.1,0.0,0.0
1334746800,5.7,0.0,0.0
1334750400,5.7,0.0,0.0
1334754000,6.2,0.0,0.0
1334757600,4.6,0.0,0.0
1334761200,3.85,0.0,0.0
1334764800,0.0,0.0,0.0
1334768400,5.1,0.0,0.0
1334772000,4.1,0.0,0.0
1334775600,4.1,0.0,0.0
1334779200,4.6,0.0,0.0
1334782800,5.15,0.0,0.0
1334786400,5.1,0.0,0.0
1334790000,4.6,0.0,0.0
1334793600,4.1,0.0,0.0
1334797200,4.1,0.0,0.0
1334800800,3.1,0.0,0.0
1334804400,3.35,0.0,0.0
1334808000,1.8,0.0,0.0
1334811600,3.1,0.0,0.0
1334815200,2.85,0.0,0.0
1334818800,2.1,0.0,0.0
1334822400,2.1,0.0,0.0
1334826000,1.4,0.0,0.0
1334829600,2.1,0.0,0.0
1334833200,1.5,0.0,0.0
1334836800,1.8,0.0,0.0
1334840400,3.1,0.0,0.0
1334844000,3.1,0.0,0.0
1334847600,3.6,0.0,0.0
1334851200,4.1,0.0,0.0
1334854800,3.6,0.0,0.0
1334858400,4.65,0.0,0.0
1334862000,5.1,0.0,0.0
1334865600,6.2,0.0,0.0
1334869200,5.4,0.0,0.0
1334872800,4.1,0.0,0.0
1334876400,3.6,0.0,0.0
1334880000,3.35,0.0,0.0
1334883600,4.1,0.0,0.0
1334887200,4.1,0.0,0.0
1334890800,3.35,0.0,0.0
1334894400,1.3,0.0,0.0
1334898000,2.6,0.0,0.0
1334901600,2.85,0.0,0.0
1334905200,3.1,0.0,0.0
1334908800,2.6,0.0,0.0
1334912400,2.35,0.0,0.0
1334916000,1.5,0.0,0.0
1334919600,2.6,0.0,0.0
1334923200,2.6,0.0,0.0
1334926800,2.6,0.0,0.0
1334930400,2.6,0.0,0.0
1334934000,3.6,0.0,0.0
1334937600,5.7,0.0,0.0
1334941200,4.1,0.0,0.0
1334944800,4.1,0.0,0.0
1334948400,5.7,0.0,0.0
1334952000,6.7,0.0,0.0
1334955600,7.2,0.0,0.0
1334959200,6.45,0.0,0.0
1334962800,3.6,0.0,0.0
1334966400,3.1,0.0,0.0
1334970000,3.1,0.0,0.0
1334973600,2.85,0.0,0.0
1334977200,2.76666666667,0.0,0.0
1334980800,1.0,0.0,0.0
1334984400,1.5,0.3,0.0
1334988000,1.5,0.1,0.0
1334991600,2.35,0.0,0.0
1334995200,3.1,0.0,0.0
1334998800,2.43333333333,0.0,0.0
1335002400,2.35,0.0,0.0
1335006000,3.1,0.0,0.0
1335009600,3.5,0.0,0.0
1335013200,3.85,0.0,0.0
1335016800,4.1,0.0,0.0
1335020400,5.15,0.0,0.0
1335024000,4.26666666667,0.0,0.0
1335027600,5.7,0.0,0.0
1335031200,6.53333333333,0.0,0.0
1335034800,7.2,0.0,0.0
1335038400,9.8,0.0,0.0
1335042000,9.8,0.0,0.0
1335045600,9.8,0.0,0.0
1335049200,7.7,0.0,0.0
1335052800,7.53333333333,0.0,0.0
1335056400,7.7,0.0,0.0
1335060000,2.85,0.0,0.0
1335063600,4.24,0.06,0.0
1335067200,3.6,2.25,0.0
1335070800,6.7,0.5,0.0
1335074400,7.75,1.5,0.0
1335078000,6.7,0.0,0.0
1335081600,5.7,0.0,0.0
1335085200,5.7,0.0,0.0
1335088800,7.7,0.0,0.0
1335092400,6.2,0.0,0.0
1335096000,6.95,1.4,0.0
1335099600,5.7,0.0,0.0
1335103200,5.1,0.0,0.0
1335106800,6.4,0.0,0.0
1335110400,7.2,0.8,0.0
1335114000,6.7,2.3,0.0
1335117600,5.66666666667,2.8,0.0
1335121200,7.2,0.9,0.0
1335124800,6.86666666667,0.666666666667,0.0
1335128400,6.95,5.1,0.0
1335132000,7.7,3.2,0.0
1335135600,8.6,3.13333333333,0.0
1335139200,10.05,12.7,0.0
1335142800,11.3,7.1,0.0
1335146400,11.3,6.9,0.0
1335150000,10.05,14.9,0.0
1335153600,5.15,28.6,0.0
1335157200,6.7,1.75,0.0
1335160800,5.0,9.25,0.0
1335164400,2.85,3.0,0.0
1335168000,5.1,0.3,0.0
1335171600,6.4,2.7,0.0
1335175200,7.2,0.0,0.0
1335178800,8.8,0.0,0.0
1335182400,8.96,1.02,0.0
1335186000,9.3,0.0,0.0
1335189600,8.25,0.0,0.0
1335193200,6.7,0.0,0.0
1335196800,6.95,0.0,0.0
1335200400,5.1,0.0,0.0
1335204000,5.65,0.0,0.0
1335207600,5.7,0.0,0.0
1335211200,6.2,0.0,0.0
1335214800,7.5,0.0,0.0
1335218400,7.95,0.0,0.0
1335222000,7.7,0.0,0.0
1335225600,8.06666666667,0.0,0.0
1335229200,8.75,0.0,0.0
1335232800,7.7,0.0,0.0
1335236400,8.5,0.0,0.0
1335240000,4.4,3.45,0.0
1335243600,7.45,0.0,0.0
1335247200,8.25,0.0,0.0
1335250800,7.95,0.0,0.0
1335254400,7.7,0.0,0.0
1335258000,8.43333333333,0.0,0.0
1335261600,8.76666666667,0.0,0.0
1335265200,10.8,0.0,0.0
1335268800,10.55,0.0,0.0
1335272400,8.8,0.0,0.0
1335276000,10.8,0.0,0.0
1335279600,10.8,0.0,0.0
1335283200,9.3,0.0,0.0
1335286800,8.8,0.0,0.0
1335290400,8.2,0.0,0.0
1335294000,10.3,0.0,0.0
1335297600,12.9,0.0,0.0
1335301200,12.1,0.0,0.0
1335304800,8.8,0.0,0.0
1335308400,6.7,0.0,0.0
1335312000,7.2,0.0,0.0
1335315600,4.6,0.0,0.0
1335319200,4.1,0.0,0.0
1335322800,4.6,0.0,0.0
1335326400,1.8,0.0,0.0
1335330000,4.6,0.0,0.0
1335333600,4.35,0.0,0.0
1335337200,3.6,0.0,0.0
1335340800,1.5,0.0,0.0
1335344400,0.75,0.0,0.0
1335348000,0.0,0.0,0.0
1335351600,2.6,0.0,0.0
1335355200,2.85,0.0,0.0
1335358800,3.6,0.0,0.0
1335362400,4.6,0.0,0.0
1335366000,4.35,0.0,0.0
1335369600,7.2,0.0,0.0
1335373200,7.2,0.0,0.0
1335376800,7.7,0.0,0.0
1335380400,5.7,0.0,0.0
1335384000,7.7,0.0,0.0
1335387600,6.15,0.0,0.0
1335391200,2.1,0.0,0.0
1335394800,3.1,0.0,0.0
1335398400,2.3,0.0,0.0
1335402000,1.5,0.0,0.0
1335405600,0.0,0.0,0.0
1335409200,0.0,0.0,0.0
1335412800,0.0,0.0,0.0
1335416400,1.5,0.0,0.0
1335420000,2.05,0.0,0.0
1335423600,1.5,0.0,0.0
1335427200,2.1,0.0,0.0
1335430800,2.6,0.0,0.0
1335434400,3.6,0.0,0.0
1335438000,3.6,0.0,0.0
1335441600,3.35,0.0,0.0
1335445200,6.7,0.0,0.0
1335448800,7.7,0.0,0.0
1335452400,7.45,0.0,0.0
1335456000,7.2,0.0,0.0
1335459600,6.2,0.0,0.0
1335463200,6.03333333333,0.0,0.0
1335466800,4.1,0.266666666667,0.0
1335470400,5.1,0.25,0.0
1335474000,5.525,0.075,0.0
1335477600,3.85,0.0,0.0
1335481200,1.0,0.1,0.0
1335484800,1.4,0.666666666667,0.0
1335488400,0.0,0.0,0.0
1335492000,3.1,0.0,0.0
1335495600,2.93333333333,0.0,0.0
1335499200,1.9,0.5,0.0
1335502800,8.25,0.0,0.0
1335506400,10.175,0.0,0.0
1335510000,10.8,0.0,0.0
1335513600,11.3,0.0,0.0
1335517200,10.05,0.0,0.0
1335520800,10.3,0.0,0.0
1335524400,10.3,0.0,0.0
1335528000,10.55,0.0,0.0
1335531600,8.8,0.0,0.0
1335535200,10.8,0.0,0.0
1335538800,10.3,0.0,0.0
1335542400,11.3,0.0,0.0
1335546000,9.8,0.0,0.0
1335549600,10.8,0.0,0.0
1335553200,10.8,0.0,0.0
1335556800,12.9,0.0,0.0
1335560400,11.6,0.0,0.0
1335564000,9.8,0.0,0.0
1335567600,11.8,0.0,0.0
1335571200,9.75,0.0,0.0
1335574800,9.8,0.0,0.0
1335578400,9.3,0.0,0.0
1335582000,8.5,0.0,0.0
1335585600,3.85,0.0,0.0
1335589200,7.2,0.0,0.0
1335592800,5.9,0.0,0.0
1335596400,5.1,0.0,0.0
1335600000,5.1,0.0,0.0
1335603600,5.9,0.0,0.0
1335607200,5.1,0.0,0.0
1335610800,5.7,0.0,0.0
1335614400,6.2,0.0,0.0
1335618000,7.7,0.0,0.0
1335621600,6.7,0.0,0.0
1335625200,6.2,0.0,0.0
1335628800,6.2,0.0,0.0
1335632400,6.2,0.0,0.0
1335636000,6.2,0.0,0.0
1335639600,7.7,0.0,0.0
1335643200,7.7,0.0,0.0
1335646800,7.2,0.0,0.0
1335650400,4.6,0.0,0.0
1335654000,4.6,0.0,0.0
1335657600,5.9,0.0,0.0
1335661200,6.7,0.0,0.0
1335664800,5.1,0.0,0.0
1335668400,4.1,0.0,0.0
1335672000,1.8,0.0,0.0
1335675600,4.6,0.0,0.0
1335679200,3.85,0.0,0.0
1335682800,1.5,0.0,0.0
1335686400,4.6,0.0,0.0
1335690000,4.6,0.0,0.0
1335693600,3.6,0.0,0.0
1335697200,4.6,0.0,0.0
1335700800,4.85,0.0,0.0
1335704400,3.1,0.0,0.0
1335708000,3.1,0.0,0.0
1335711600,4.1,0.0,0.0
1335715200,4.6,0.0,0.0
1335718800,8.2,0.0,0.0
1335722400,7.7,0.0,0.0
1335726000,7.7,0.0,0.0
1335729600,8.8,0.0,0.0
1335733200,7.95,0.0,0.0
1335736800,8.2,0.0,0.0
1335740400,9.3,0.0,0.0
1335744000,8.25,0.0,0.0
1335747600,6.2,0.0,0.0
1335751200,6.7,0.0,0.0
1335754800,5.9,0.0,0.0
1335758400,2.55,0.0,0.0
1335762000,5.1,0.0,0.0
1335765600,5.1,0.0,0.0
1335769200,2.1,0.0,0.0
1335772800,2.6,0.0,0.0
1335776400,3.35,0.0,0.0
1335780000,1.5,0.0,0.0
1335783600,2.1,0.0,0.0
1335787200,2.35,0.0,0.0
1335790800,0.0,0.0,0.0
1335794400,2.6,0.0,0.0
1335798000,4.4,0.0,0.0
1335801600,6.2,0.0,0.0
1335805200,5.1,0.0,0.0
1335808800,5.4,0.0,0.0
1335812400,6.2,0.0,0.0
1335816000,6.7,0.0,0.0
1335819600,6.95,0.0,0.0
1335823200,6.2,0.0,0.0
1335826800,3.6,0.0,0.0
1335830400,4.9,0.0,0.0
1335834000,5.1,0.0,0.0
1335837600,3.6,0.0,0.0
1335841200,4.1,0.0,0.0
1335844800,2.85,0.0,0.0
1335848400,7.2,0.0,0.0
1335852000,8.2,0.0,0.0
1335855600,7.45,0.0,0.0
1335859200,5.1,0.0,0.0
1335862800,5.46666666667,0.6,0.0
1335866400,2.05,5.825,0.0
1335870000,4.35,7.8,0.0
1335873600,4.6,11.95,0.0
1335877200,3.85,0.0,0.0
1335880800,3.1,0.0,0.0
1335884400,3.35,0.5,0.0
1335888000,3.85,0.0,0.0
1335891600,4.35,0.0,0.0
1335895200,5.1,0.5,0.0
1335898800,6.45,0.0,0.0
1335902400,6.2,0.0,0.0
1335906000,5.4,0.0,0.0
1335909600,2.6,0.0,0.0
1335913200,3.1,0.0,0.0
1335916800,3.35,0.0,0.0
1335920400,2.6,0.0,0.0
1335924000,4.6,0.0,0.0
1335927600,4.6,0.0,0.0
1335931200,2.55,11.95,0.0
1335934800,3.1,0.0,0.0
1335938400,3.6,0.0,0.0
1335942000,3.6,0.0,0.0
1335945600,3.6,0.0,0.0
1335949200,3.35,0.0,0.0
1335952800,3.6,0.0,0.0
1335956400,4.1,0.0,0.0
1335960000,3.1,0.0,0.0
1335963600,3.6,0.3,0.0
1335967200,4.1,0.0,0.0
1335970800,3.6,0.15,0.0
1335974400,1.8,0.0,0.0
1335978000,2.9,0.0,0.0
1335981600,4.225,0.075,0.0
1335985200,4.1,0.4,0.0
1335988800,3.1,0.0,0.0
1335992400,3.6,0.166666666667,0.0
1335996000,4.1,0.0,0.0
1335999600,3.1,0.0,0.0
1336003200,3.6,0.25,0.0
1336006800,3.1,0.0,0.0
1336010400,4.6,0.0,0.0
1336014000,4.43333333333,0.0,0.0
1336017600,2.73333333333,0.266666666667,0.0
1336021200,3.6,0.0,0.0
1336024800,4.63333333333,4.5,0.0
1336028400,4.6,3.05,0.0
1336032000,2.6,0.3,0.0
1336035600,1.3,8.5,0.0
1336039200,3.1,0.0,0.0
1336042800,2.6,0.0,0.0
1336046400,2.6,8.5,0.0
1336050000,2.6,0.0,0.0
1336053600,2.6,0.0,0.0
1336057200,2.93333333333,0.0,0.0
1336060800,3.6,0.0,0.0
1336064400,3.1,0.0,0.0
1336068000,3.6,0.0,0.0
1336071600,2.6,0.0,0.0
1336075200,3.6,0.0,0.0
1336078800,3.1,0.0,0.0
1336082400,4.1,0.0,0.0
1336086000,3.1,0.0,0.0
1336089600,3.6,0.0,0.0
1336093200,3.1,0.0,0.0
1336096800,3.1,0.0,0.0
1336100400,3.1,0.0,0.0
1336104000,0.0,8.25,0.0
1336107600,1.5,0.0,0.0
1336111200,1.8,0.0,0.0
